"","Sample","Phase1_treatment","Phase1_temp","Phase1_DO","Phase1_TankRep","Phase2_treatment","Phase2_temp","Phase2_DO","Phase2_TankRep","combo_trtmt","Actual_shell_growth_mg","Actual_tissue_growth_mg","Ratio_tissue_shell_mg"
"1316","C2_W2_W15","control","ambient","normoxic",2,"warm","warm","normoxic",2,"control_warm",161.19012,88.80988,"0.550963545"
"1317","C2_W5_W52","control","ambient","normoxic",NA,"warm","warm","normoxic",5,"control_warm",235.76826,42.43174,"0.179972232"
"1318","C3_B3_W30","control","ambient","normoxic",3,"both","warm","hypoxic",3,"control_both",135.3807,59.3193,"0.438166592"
"1319","C3_C2_W17","control","ambient","normoxic",3,"control","ambient","normoxic",2,"control_control",500.67108,259.22892,"0.517762919"
"1320","C3_W3_W29","control","ambient","normoxic",3,"warm","warm","normoxic",3,"control_warm",71.09466,25.60534,"0.360158414"
"1321","C4_B1_W07","control","ambient","normoxic",4,"both","warm","hypoxic",1,"control_both",63.96936,21.53064,"0.336577386"
"1322","C4_B5_W56","control","ambient","normoxic",4,"both","warm","hypoxic",5,"control_both",317.15502,127.24498,"0.401207523"
"1323","C4_C6_W67","control","ambient","normoxic",4,"control","ambient","normoxic",6,"control_control",78.85332,35.34668,"0.448258615"
"1324","C4_H5_W56","control","ambient","normoxic",4,"hypoxic","ambient","hypoxic",5,"control_hypoxic",217.24248,102.95752,"0.47392904"
"1325","C5_B4_W46","control","ambient","normoxic",5,"both","warm","hypoxic",4,"control_both",217.87584,102.02416,"0.468267432"
"1326","C5_C3_W33","control","ambient","normoxic",5,"control","ambient","normoxic",3,"control_control",216.76746,159.93254,"0.737806957"
"1327","C5_W1_W09","control","ambient","normoxic",5,"warm","warm","normoxic",1,"control_warm",345.9729,125.9271,"0.363979664"
"1328","C5_W4_W45","control","ambient","normoxic",5,"warm","warm","normoxic",4,"control_warm",177.3408,65.8592,"0.371370829"
"1329","C6_B6_W71","control","ambient","normoxic",6,"both","warm","hypoxic",6,"control_both",186.8412,74.7588,"0.40011946"
"1330","C6_C5_W59","control","ambient","normoxic",6,"control","ambient","normoxic",5,"control_control",348.66468,80.63532,"0.231268966"
"1331","C6_H3_W36","control","ambient","normoxic",6,"hypoxic","ambient","hypoxic",3,"control_hypoxic",219.3009,110.9991,"0.50614977"
"1332","C6_H4_W48","control","ambient","normoxic",6,"hypoxic","ambient","hypoxic",4,"control_hypoxic",94.2123,56.4877,"0.599578824"
"1333","C6_W6_W72","control","ambient","normoxic",6,"warm","warm","normoxic",6,"control_warm",421.9761,189.7239,"0.449608165"
"1334","H1_B2_B13","hypoxic","ambient","hypoxic",1,"both","warm","hypoxic",2,"hypoxic_both",175.44072,60.25928,"0.343473739"
"1335","H1_B6_B61","hypoxic","ambient","hypoxic",1,"both","warm","hypoxic",6,"hypoxic_both",43.38516,23.01484,"0.530477242"
"1336","H1_C6_B62","hypoxic","ambient","hypoxic",1,"control","ambient","normoxic",6,"hypoxic_control",301.00434,148.89566,"0.494662834"
"1337","H1_W4_B38","hypoxic","ambient","hypoxic",1,"warm","warm","normoxic",4,"hypoxic_warm",205.842,104.058,"0.505523654"
"1338","H1_W5_B49","hypoxic","ambient","hypoxic",1,"warm","warm","normoxic",5,"hypoxic_warm",326.02206,188.37794,"0.577807342"
"1339","H2_B5_B51","hypoxic","ambient","hypoxic",2,"both","warm","hypoxic",5,"hypoxic_both",321.27186,150.12814,"0.467293152"
"1340","H2_C1_B04","hypoxic","ambient","hypoxic",2,"control","ambient","normoxic",1,"hypoxic_control",199.98342,114.11658,"0.570630205"
"1341","H2_H1_B03","hypoxic","ambient","hypoxic",2,"hypoxic","ambient","hypoxic",1,"hypoxic_hypoxic",379.54098,162.65902,"0.42856774"
"1342","H2_W2_B16","hypoxic","ambient","hypoxic",2,"warm","warm","normoxic",2,"hypoxic_warm",344.86452,135.63548,"0.393300766"
"1343","H3_B4_B41","hypoxic","ambient","hypoxic",3,"both","warm","hypoxic",4,"hypoxic_both",258.25254,104.94746,"0.406375325"
"1344","H3_C5_B54","hypoxic","ambient","hypoxic",3,"control","ambient","normoxic",5,"hypoxic_control",288.65382,142.14618,"0.492445172"
"1345","H3_H4_B41","hypoxic","ambient","hypoxic",3,"hypoxic","ambient","hypoxic",4,"hypoxic_hypoxic",176.86578,107.73422,"0.609129816"
"1346","H3_H6_B66","hypoxic","ambient","hypoxic",3,"hypoxic","ambient","hypoxic",6,"hypoxic_hypoxic",212.9673,84.3327,"0.395988962"
"1347","H3_W3_B30","hypoxic","ambient","hypoxic",3,"warm","warm","normoxic",3,"hypoxic_warm",125.40528,45.09472,"0.359591877"
"1348","H3_W6_B66","hypoxic","ambient","hypoxic",3,"warm","warm","normoxic",6,"hypoxic_warm",412.79238,146.30762,"0.354433917"
"1349","H4_H2_B19","hypoxic","ambient","hypoxic",4,"hypoxic","ambient","hypoxic",2,"hypoxic_hypoxic",102.1293,35.6707,"0.349269994"
"1350","H4_W1_B07","hypoxic","ambient","hypoxic",4,"warm","warm","normoxic",1,"hypoxic_warm",242.89356,89.60644,"0.368912375"
"1351","H5_B1_B09","hypoxic","ambient","hypoxic",5,"both","warm","hypoxic",1,"hypoxic_both",224.52612,127.47388,"0.567746327"
"1352","H5_B3_B34","hypoxic","ambient","hypoxic",5,"both","warm","hypoxic",3,"hypoxic_both",82.81182,41.28818,"0.498578343"
"1353","H5_C2_B22","hypoxic","ambient","hypoxic",5,"control","ambient","normoxic",2,"hypoxic_control",489.42894,179.67106,"0.367103466"
"1354","H5_C4_B46","hypoxic","ambient","hypoxic",5,"control","ambient","normoxic",4,"hypoxic_control",275.82828,148.47172,"0.538275916"
"1355","H6_C3_B36","hypoxic","ambient","hypoxic",6,"control","ambient","normoxic",3,"hypoxic_control",205.0503,97.6497,"0.476223151"
"1356","H6_H3_B35","hypoxic","ambient","hypoxic",6,"hypoxic","ambient","hypoxic",3,"hypoxic_hypoxic",290.71224,108.38776,"0.372835213"
"1357","W1_C1_G02","warm","warm","normoxic",1,"control","ambient","normoxic",1,"warm_control",155.1732,66.3268,"0.427437212"
"1358","W1_C6_G61","warm","warm","normoxic",1,"control","ambient","normoxic",6,"warm_control",261.10266,98.09734,"0.3757041"
"1359","W1_H5_G49","warm","warm","normoxic",1,"hypoxic","ambient","hypoxic",5,"warm_hypoxic",146.4645,52.7355,"0.360056532"
"1360","W1_W1_G01","warm","warm","normoxic",1,"warm","warm","normoxic",1,"warm_warm",303.53778,134.56222,"0.443312921"
"1361","W1_W6_G62","warm","warm","normoxic",1,"warm","warm","normoxic",6,"warm_warm",244.6353,81.5647,"0.333413453"
"1362","W2_B1_G04","warm","warm","normoxic",2,"both","warm","hypoxic",2,"warm_both",82.02012,50.17988,"0.611799641"
"1363","W2_B6_G64","warm","warm","normoxic",2,"both","warm","hypoxic",6,"warm_both",151.53138,63.86862,"0.421487747"
"1364","W2_C2_G15","warm","warm","normoxic",2,"control","ambient","normoxic",2,"warm_control",478.50348,95.79652,"0.200200258"
"1365","W3_B5_G54","warm","warm","normoxic",3,"both","warm","hypoxic",5,"warm_both",338.68926,134.21074,"0.396265119"
"1366","W3_C3_G29","warm","warm","normoxic",3,"control","ambient","normoxic",3,"warm_control",360.85686,168.24314,"0.466232345"
"1367","W3_H2_G18","warm","warm","normoxic",3,"hypoxic","ambient","hypoxic",2,"warm_hypoxic",532.49742,88.60258,"0.166390628"
"1368","W3_H3_G30","warm","warm","normoxic",3,"hypoxic","ambient","hypoxic",3,"warm_hypoxic",133.63896,79.96104,"0.598336294"
"1369","W4_C5_G55","warm","warm","normoxic",4,"control","ambient","normoxic",5,"warm_control",238.77672,114.72328,"0.480462584"
"1370","W4_H1_G08","warm","warm","normoxic",4,"hypoxic","ambient","hypoxic",1,"warm_hypoxic",413.58408,264.11592,"0.638602724"
"1371","W4_W5_G56","warm","warm","normoxic",4,"warm","warm","normoxic",5,"warm_warm",227.37624,129.82376,"0.570964495"
"1372","W5_B2_G21","warm","warm","normoxic",5,"both","warm","hypoxic",2,"warm_both",396.16668,270.53332,"0.68287752"
"1373","W5_C4_G45","warm","warm","normoxic",5,"control","ambient","normoxic",4,"warm_control",399.65016,213.34984,"0.533841498"
"1374","W5_H4_G46","warm","warm","normoxic",5,"hypoxic","ambient","hypoxic",4,"warm_hypoxic",82.97016,29.12984,"0.35108815"
"1375","W5_W2_G22","warm","warm","normoxic",5,"warm","warm","normoxic",2,"warm_warm",222.62604,90.67396,"0.407292696"
"1376","W6_B3_G35","warm","warm","normoxic",6,"both","warm","hypoxic",3,"warm_both",226.90122,122.39878,"0.539436412"
"1377","W6_B4_G48","warm","warm","normoxic",6,"both","warm","hypoxic",4,"warm_both",413.42574,199.37426,"0.482249267"
"1378","W6_H6_G71","warm","warm","normoxic",6,"hypoxic","ambient","hypoxic",6,"warm_hypoxic",228.48462,74.51538,"0.326128647"
"1379","W6_W3_G36","warm","warm","normoxic",6,"warm","warm","normoxic",3,"warm_warm",472.01154,166.28846,"0.352297446"
"1380","W6_W4_G48","warm","warm","normoxic",6,"warm","warm","normoxic",4,"warm_warm",216.9258,67.1742,"0.309664411"
"1381","B1_B1_O01","both","warm","hypoxic",1,"both","warm","hypoxic",1,"both_both",210.27552,120.72448,"0.574125224"
"1382","B1_W5_O50","both","warm","hypoxic",1,"warm","warm","normoxic",5,"both_warm",315.8883,85.6117,"0.271018901"
"1383","B2_B5_O51","both","warm","hypoxic",2,"both","warm","hypoxic",5,"both_both",114.32148,44.47852,"0.389065292"
"1384","B2_C4_O40","both","warm","hypoxic",2,"control","ambient","normoxic",4,"both_control",164.99028,55.10972,"0.33401798"
"1385","B3_B4_O41","both","warm","hypoxic",3,"both","warm","hypoxic",4,"both_both",197.925,116.175,"0.586964759"
"1386","B3_C3_O30","both","warm","hypoxic",3,"control","ambient","normoxic",3,"both_control",316.04664,241.35336,"0.763663743"
"1387","B3_C6_O66","both","warm","hypoxic",3,"control","ambient","normoxic",6,"both_control",97.06242,22.23758,"0.229105971"
"1388","B3_H4_O41","both","warm","hypoxic",3,"hypoxic","ambient","hypoxic",4,"both_hypoxic",142.03098,86.96902,"0.612324297"
"1389","B3_W1_O06","both","warm","hypoxic",3,"warm","warm","normoxic",1,"both_warm",145.19778,46.00222,"0.316824541"
"1390","B3_W4_O41","both","warm","hypoxic",3,"warm","warm","normoxic",4,"both_warm",228.32628,183.27372,"0.802683423"
"1391","B4_B2_O19","both","warm","hypoxic",4,"both","warm","hypoxic",2,"both_both",505.57962,264.12038,"0.52241105"
"1392","B4_B3_O32","both","warm","hypoxic",4,"both","warm","hypoxic",3,"both_both",38.31828,-5.21828,"-0.136182522"
"1393","B4_C5_O56","both","warm","hypoxic",4,"control","ambient","normoxic",5,"both_control",208.53378,95.26622,"0.456838312"
"1394","B4_H5_O55","both","warm","hypoxic",4,"hypoxic","ambient","hypoxic",5,"both_hypoxic",200.93346,130.16654,"0.64780918"
"1395","B4_W2_O19","both","warm","hypoxic",4,"warm","warm","normoxic",2,"both_warm",159.1317,52.4683,"0.329716204"
"1396","B4_W6_O67","both","warm","hypoxic",4,"warm","warm","normoxic",6,"both_warm",483.09534,103.90466,"0.215081065"
"1397","B5_B6_O69","both","warm","hypoxic",5,"both","warm","hypoxic",6,"both_both",244.00194,159.49806,"0.653675377"
"1398","B5_H2_O21","both","warm","hypoxic",5,"hypoxic","ambient","hypoxic",2,"both_hypoxic",502.7295,92.8705,"0.184732545"
"1399","B5_W3_O33","both","warm","hypoxic",5,"warm","warm","normoxic",3,"both_warm",188.89962,80.10038,"0.424036745"
"1400","B6_C2_O24","both","warm","hypoxic",6,"control","ambient","normoxic",2,"both_control",534.55584,179.34416,"0.335501264"
"1401","B6_H3_O35","both","warm","hypoxic",6,"hypoxic","ambient","hypoxic",3,"both_hypoxic",252.23562,84.76438,"0.336052378"
"1402","B6_H6_O72","both","warm","hypoxic",6,"hypoxic","ambient","hypoxic",6,"both_hypoxic",116.69658,43.70342,"0.37450472"
"1403","C1_H2_W13","control","ambient","normoxic",1,"hypoxic","ambient","hypoxic",2,"control_hypoxic",319.0551,39.8449,"0.124884072"
"1404","C1_H6_W62","control","ambient","normoxic",1,"hypoxic","ambient","hypoxic",6,"control_hypoxic",93.10392,50.69608,"0.544510693"
"1405","C2_B2_W16","control","ambient","normoxic",2,"both","warm","hypoxic",2,"control_both",266.64456,157.45544,"0.590506853"
"1406","C2_C1_W03","control","ambient","normoxic",2,"control","ambient","normoxic",1,"control_control",219.77592,98.02408,"0.44601829"
"1407","C2_H1_W04","control","ambient","normoxic",2,"hypoxic","ambient","hypoxic",1,"control_hypoxic",263.95278,107.74722,"0.408206422"
"1408","C2_W2_W15","control","ambient","normoxic",2,"warm","warm","normoxic",2,"control_warm",161.19012,88.80988,"0.550963545"
"1409","C2_W5_W52","control","ambient","normoxic",NA,"warm","warm","normoxic",5,"control_warm",235.76826,42.43174,"0.179972232"
"1410","C3_B3_W30","control","ambient","normoxic",3,"both","warm","hypoxic",3,"control_both",135.3807,59.3193,"0.438166592"
"1411","C3_C2_W17","control","ambient","normoxic",3,"control","ambient","normoxic",2,"control_control",500.67108,259.22892,"0.517762919"
"1412","C3_W3_W29","control","ambient","normoxic",3,"warm","warm","normoxic",3,"control_warm",71.09466,25.60534,"0.360158414"
"1413","C4_B1_W07","control","ambient","normoxic",4,"both","warm","hypoxic",1,"control_both",63.96936,21.53064,"0.336577386"
"1414","C4_B5_W56","control","ambient","normoxic",4,"both","warm","hypoxic",5,"control_both",317.15502,127.24498,"0.401207523"
"1415","C4_C6_W67","control","ambient","normoxic",4,"control","ambient","normoxic",6,"control_control",78.85332,35.34668,"0.448258615"
"1416","C4_H5_W56","control","ambient","normoxic",4,"hypoxic","ambient","hypoxic",5,"control_hypoxic",217.24248,102.95752,"0.47392904"
"1417","C5_B4_W46","control","ambient","normoxic",5,"both","warm","hypoxic",4,"control_both",217.87584,102.02416,"0.468267432"
"1418","C5_C3_W33","control","ambient","normoxic",5,"control","ambient","normoxic",3,"control_control",216.76746,159.93254,"0.737806957"
"1419","C5_W1_W09","control","ambient","normoxic",5,"warm","warm","normoxic",1,"control_warm",345.9729,125.9271,"0.363979664"
"1420","C5_W4_W45","control","ambient","normoxic",5,"warm","warm","normoxic",4,"control_warm",177.3408,65.8592,"0.371370829"
"1421","C6_B6_W71","control","ambient","normoxic",6,"both","warm","hypoxic",6,"control_both",186.8412,74.7588,"0.40011946"
"1422","C6_C5_W59","control","ambient","normoxic",6,"control","ambient","normoxic",5,"control_control",348.66468,80.63532,"0.231268966"
"1423","C6_H3_W36","control","ambient","normoxic",6,"hypoxic","ambient","hypoxic",3,"control_hypoxic",219.3009,110.9991,"0.50614977"
"1424","C6_H4_W48","control","ambient","normoxic",6,"hypoxic","ambient","hypoxic",4,"control_hypoxic",94.2123,56.4877,"0.599578824"
"1425","C6_W6_W72","control","ambient","normoxic",6,"warm","warm","normoxic",6,"control_warm",421.9761,189.7239,"0.449608165"
"1426","H1_B2_B13","hypoxic","ambient","hypoxic",1,"both","warm","hypoxic",2,"hypoxic_both",175.44072,60.25928,"0.343473739"
"1427","H1_B6_B61","hypoxic","ambient","hypoxic",1,"both","warm","hypoxic",6,"hypoxic_both",43.38516,23.01484,"0.530477242"
"1428","H1_C6_B62","hypoxic","ambient","hypoxic",1,"control","ambient","normoxic",6,"hypoxic_control",301.00434,148.89566,"0.494662834"
"1429","H1_W4_B38","hypoxic","ambient","hypoxic",1,"warm","warm","normoxic",4,"hypoxic_warm",205.842,104.058,"0.505523654"
"1430","H1_W5_B49","hypoxic","ambient","hypoxic",1,"warm","warm","normoxic",5,"hypoxic_warm",326.02206,188.37794,"0.577807342"
"1431","H2_B5_B51","hypoxic","ambient","hypoxic",2,"both","warm","hypoxic",5,"hypoxic_both",321.27186,150.12814,"0.467293152"
"1432","H2_C1_B04","hypoxic","ambient","hypoxic",2,"control","ambient","normoxic",1,"hypoxic_control",199.98342,114.11658,"0.570630205"
"1433","H2_H1_B03","hypoxic","ambient","hypoxic",2,"hypoxic","ambient","hypoxic",1,"hypoxic_hypoxic",379.54098,162.65902,"0.42856774"
"1434","H2_W2_B16","hypoxic","ambient","hypoxic",2,"warm","warm","normoxic",2,"hypoxic_warm",344.86452,135.63548,"0.393300766"
"1435","H3_B4_B41","hypoxic","ambient","hypoxic",3,"both","warm","hypoxic",4,"hypoxic_both",258.25254,104.94746,"0.406375325"
"1436","H3_C5_B54","hypoxic","ambient","hypoxic",3,"control","ambient","normoxic",5,"hypoxic_control",288.65382,142.14618,"0.492445172"
"1437","H3_H4_B41","hypoxic","ambient","hypoxic",3,"hypoxic","ambient","hypoxic",4,"hypoxic_hypoxic",176.86578,107.73422,"0.609129816"
"1438","H3_H6_B66","hypoxic","ambient","hypoxic",3,"hypoxic","ambient","hypoxic",6,"hypoxic_hypoxic",212.9673,84.3327,"0.395988962"
"1439","H3_W3_B30","hypoxic","ambient","hypoxic",3,"warm","warm","normoxic",3,"hypoxic_warm",125.40528,45.09472,"0.359591877"
"1440","H3_W6_B66","hypoxic","ambient","hypoxic",3,"warm","warm","normoxic",6,"hypoxic_warm",412.79238,146.30762,"0.354433917"
"1441","H4_H2_B19","hypoxic","ambient","hypoxic",4,"hypoxic","ambient","hypoxic",2,"hypoxic_hypoxic",102.1293,35.6707,"0.349269994"
"1442","H4_W1_B07","hypoxic","ambient","hypoxic",4,"warm","warm","normoxic",1,"hypoxic_warm",242.89356,89.60644,"0.368912375"
"1443","H5_B1_B09","hypoxic","ambient","hypoxic",5,"both","warm","hypoxic",1,"hypoxic_both",224.52612,127.47388,"0.567746327"
"1444","H5_B3_B34","hypoxic","ambient","hypoxic",5,"both","warm","hypoxic",3,"hypoxic_both",82.81182,41.28818,"0.498578343"
"1445","H5_C2_B22","hypoxic","ambient","hypoxic",5,"control","ambient","normoxic",2,"hypoxic_control",489.42894,179.67106,"0.367103466"
"1446","H5_C4_B46","hypoxic","ambient","hypoxic",5,"control","ambient","normoxic",4,"hypoxic_control",275.82828,148.47172,"0.538275916"
"1447","H6_C3_B36","hypoxic","ambient","hypoxic",6,"control","ambient","normoxic",3,"hypoxic_control",205.0503,97.6497,"0.476223151"
"1448","H6_H3_B35","hypoxic","ambient","hypoxic",6,"hypoxic","ambient","hypoxic",3,"hypoxic_hypoxic",290.71224,108.38776,"0.372835213"
"1449","W1_C1_G02","warm","warm","normoxic",1,"control","ambient","normoxic",1,"warm_control",155.1732,66.3268,"0.427437212"
"1450","W1_C6_G61","warm","warm","normoxic",1,"control","ambient","normoxic",6,"warm_control",261.10266,98.09734,"0.3757041"
"1451","W1_H5_G49","warm","warm","normoxic",1,"hypoxic","ambient","hypoxic",5,"warm_hypoxic",146.4645,52.7355,"0.360056532"
"1452","W1_W1_G01","warm","warm","normoxic",1,"warm","warm","normoxic",1,"warm_warm",303.53778,134.56222,"0.443312921"
"1453","W1_W6_G62","warm","warm","normoxic",1,"warm","warm","normoxic",6,"warm_warm",244.6353,81.5647,"0.333413453"
"1454","W2_B1_G04","warm","warm","normoxic",2,"both","warm","hypoxic",2,"warm_both",82.02012,50.17988,"0.611799641"
"1455","W2_B6_G64","warm","warm","normoxic",2,"both","warm","hypoxic",6,"warm_both",151.53138,63.86862,"0.421487747"
"1456","W2_C2_G15","warm","warm","normoxic",2,"control","ambient","normoxic",2,"warm_control",478.50348,95.79652,"0.200200258"
"1457","W3_B5_G54","warm","warm","normoxic",3,"both","warm","hypoxic",5,"warm_both",338.68926,134.21074,"0.396265119"
"1458","W3_C3_G29","warm","warm","normoxic",3,"control","ambient","normoxic",3,"warm_control",360.85686,168.24314,"0.466232345"
"1459","W3_H2_G18","warm","warm","normoxic",3,"hypoxic","ambient","hypoxic",2,"warm_hypoxic",532.49742,88.60258,"0.166390628"
"1460","W3_H3_G30","warm","warm","normoxic",3,"hypoxic","ambient","hypoxic",3,"warm_hypoxic",133.63896,79.96104,"0.598336294"
"1461","W4_C5_G55","warm","warm","normoxic",4,"control","ambient","normoxic",5,"warm_control",238.77672,114.72328,"0.480462584"
"1462","W4_H1_G08","warm","warm","normoxic",4,"hypoxic","ambient","hypoxic",1,"warm_hypoxic",413.58408,264.11592,"0.638602724"
"1463","W4_W5_G56","warm","warm","normoxic",4,"warm","warm","normoxic",5,"warm_warm",227.37624,129.82376,"0.570964495"
"1464","W5_B2_G21","warm","warm","normoxic",5,"both","warm","hypoxic",2,"warm_both",396.16668,270.53332,"0.68287752"
"1465","W5_C4_G45","warm","warm","normoxic",5,"control","ambient","normoxic",4,"warm_control",399.65016,213.34984,"0.533841498"
"1466","W5_H4_G46","warm","warm","normoxic",5,"hypoxic","ambient","hypoxic",4,"warm_hypoxic",82.97016,29.12984,"0.35108815"
"1467","W5_W2_G22","warm","warm","normoxic",5,"warm","warm","normoxic",2,"warm_warm",222.62604,90.67396,"0.407292696"
"1468","W6_B3_G35","warm","warm","normoxic",6,"both","warm","hypoxic",3,"warm_both",226.90122,122.39878,"0.539436412"
"1469","W6_B4_G48","warm","warm","normoxic",6,"both","warm","hypoxic",4,"warm_both",413.42574,199.37426,"0.482249267"
